university,career,inscription_date,gender,age,location,email,first_name,last_name
universidad tecnológica nacional,licenciatura en psicología,2020-12-11,female,50,campo moises seccion 1a,stevencurtis@hotmail.com,madison,morales
universidad tecnológica nacional,arquitectura,2020-11-29,female,88,colonia freitas,asteele@yahoo.com,patricia,herrera
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-09-02,female,73,alto con zampa,eric38@yahoo.com,pamela,obrien
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-12-26,male,6,aeropuerto ezeiza,marvin63@gmail.com,jason,glenn
universidad tecnológica nacional,arquitectura,2020-11-07,female,76,grutly,azimmerman@hotmail.com,alyssa,camacho
universidad tecnológica nacional,licenciatura en musicoterapia,2020-10-04,female,84,domselaar,kelly11@gmail.com,kelly,harrington
universidad tecnológica nacional,licenciatura en psicología,2020-09-13,female,18,alto huaco,fernandezrandy@yahoo.com,brianna,jones
universidad tecnológica nacional,diseño de imagen y sonido,2021-01-06,female,63,barrio chapadmalal,barrymay@gmail.com,katrina,garcia
universidad tecnológica nacional,licenciatura en administración,2020-12-21,female,105,buena vista,tbarker@gmail.com,michelle,nixon
universidad tecnológica nacional,ingeniería en informática,2020-12-13,male,11,aeropuerto ezeiza,cmeadows@yahoo.com,nathan,ingram
universidad tecnológica nacional,diseño de imagen y sonido,2020-10-11,female,71,la punta,barberthomas@yahoo.com,erin,brown
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-12-27,female,61,la ribera,mallen@hotmail.com,anna,reynolds
universidad tecnológica nacional,técnico para bioterios,2020-10-26,male,81,allende,martinjade@gmail.com,tyrone,schmidt
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-12-21,male,5,deferrari,leonmarshall@hotmail.com,perry,hale
universidad tecnológica nacional,ingeniería en informática,2020-10-13,male,14,campo la plata,nmartinez@yahoo.com,russell,gonzales
universidad tecnológica nacional,licenciatura en psicología,2020-11-03,female,72,peyrano,eugene63@yahoo.com,melissa,schneider
universidad tecnológica nacional,licenciatura en ciencia política,2020-11-19,male,1,agua grande,melissaosborne@hotmail.com,gregory,davis
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-09-30,female,66,arroyo moreira,powersjamie@hotmail.com,leslie,parker
universidad tecnológica nacional,licenciatura en artes,2021-01-24,male,93,alpachiri,fscott@hotmail.com,micheal,henry
universidad tecnológica nacional,licenciatura en administración,2020-12-30,male,104,campo de mayo,ronaldmelendez@gmail.com,phillip,tucker
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-09-06,female,44,el medano,csmith@gmail.com,nancy,ellis
universidad tecnológica nacional,agronomía,2020-10-11,male,112,arenales,nicole31@hotmail.com,william,burch
universidad tecnológica nacional,licenciatura en psicología,2021-01-06,female,40,aldecon,william68@hotmail.com,sharon,riley
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-09-09,female,30,d orbigny,zsmith@yahoo.com,wendy,chan
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2020-10-29,male,20,aguada del loro,anthony11@gmail.com,jeremy,hamilton
universidad tecnológica nacional,licenciatura en ciencia política,2020-11-29,male,20,chañarcito,patriciaroberts@yahoo.com,mr.,ryan
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-11-09,female,41,cañada de las ovejas,josewilliams@yahoo.com,carmen,clarke
universidad tecnológica nacional,ciencias veterinarias,2020-12-31,male,87,ingenio la providencia,phylliscohen@hotmail.com,brett,clark
universidad tecnológica nacional,agronomía,2020-10-11,male,116,balneario oceano,amybanks@hotmail.com,scott,turner
universidad tecnológica nacional,ingeniería en informática,2020-11-16,female,55,colonia bella vista,mendezmatthew@gmail.com,terri,forbes
universidad tecnológica nacional,diseño de imagen y sonido,2020-11-06,female,27,arroyo pelon,jennifermiller@hotmail.com,patricia,cooper
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-10-27,male,40,calera argentina,jay86@gmail.com,nathan,franklin
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-10-01,female,43,colonia la gaviota,psingh@yahoo.com,jasmine,mejia
universidad tecnológica nacional,arquitectura,2020-09-20,male,18,colonia cello,joneschristopher@gmail.com,alexander,taylor
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-11-03,male,106,fortin irene,cobbkathryn@hotmail.com,roy,simon
universidad tecnológica nacional,medicina,2020-09-14,female,7,san justo,umckenzie@gmail.com,darlene,juarez
universidad tecnológica nacional,licenciatura en sociología,2021-01-30,male,34,arroyo hondo,jennifer74@gmail.com,raymond,hart
universidad tecnológica nacional,licenciatura en administración,2020-11-18,female,45,abel,rebeccapierce@gmail.com,lydia,warner
universidad tecnológica nacional,diseño de imagen y sonido,2020-11-03,female,59,beccar,tami95@gmail.com,madison,chandler
universidad tecnológica nacional,licenciatura en psicología,2020-11-05,female,90,9 de julio,thomas28@yahoo.com,jasmine,lewis
universidad tecnológica nacional,licenciatura en relaciones del trabajo,2020-10-30,female,101,el durazno,bartlettmorgan@yahoo.com,tracy,sanford
universidad tecnológica nacional,licenciatura en ciencia política,2021-01-26,male,113,grutly,cannontimothy@gmail.com,kevin,mills
universidad tecnológica nacional,ciencias veterinarias,2020-12-18,female,82,ataliva,lisa40@yahoo.com,angela,blair
universidad tecnológica nacional,licenciatura en administración,2020-12-15,female,20,kilometro 184,tkirby@yahoo.com,melanie,barrera
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-11-09,female,11,aldea chaleco,janejohnson@hotmail.com,kristin,brennan
universidad tecnológica nacional,licenciatura en artes,2021-01-02,male,3,colonia la negra,brittneyturner@yahoo.com,brad,rich
universidad tecnológica nacional,licenciatura en ciencias de la educación,2021-01-03,female,104,bathurst estacion,hnguyen@hotmail.com,tasha,morris
universidad tecnológica nacional,diseño de imagen y sonido,2020-11-08,female,96,barrio el tontal,conniecole@gmail.com,jill,king
universidad tecnológica nacional,ciencias veterinarias,2020-12-08,female,33,banda florida,langthomas@yahoo.com,rachel,valenzuela
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2021-01-15,male,52,avia terai,rpeck@gmail.com,gregory,cuevas
universidad tecnológica nacional,licenciatura en ciencias de la educación,2021-01-10,female,58,angel gallardo,tdiaz@hotmail.com,rebecca,green
universidad tecnológica nacional,farmacia,2020-09-07,male,85,condarco,ahumphrey@hotmail.com,eric,hull
universidad tecnológica nacional,farmacia,2020-11-03,male,13,arroyo magdalena,edwin48@yahoo.com,james,lucas
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-09-14,male,112,el molle,kennedymichael@yahoo.com,roberto,mathews
universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-09-20,female,38,avena,david53@yahoo.com,lindsey,bender
universidad tecnológica nacional,actuario,2020-12-07,female,72,ramos mejia,monica32@hotmail.com,amanda,paul
universidad tecnológica nacional,agronomía,2020-09-10,female,15,colonia california,jenkinsveronica@yahoo.com,tiffany,sanchez
universidad tecnológica nacional,actuario,2021-01-30,male,60,puesto de isla,varias@gmail.com,nicholas,odonnell
universidad tecnológica nacional,bioquímica,2021-01-26,female,3,ambato,morenoemma@hotmail.com,donna,fernandez
universidad tecnológica nacional,ingeniería electrónica,2021-01-11,female,74,cantera aguirre,eho@gmail.com,barbara,murphy
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-09-09,female,105,estancia las gamas,stefanieerickson@hotmail.com,courtney,robinson
universidad tecnológica nacional,ciencias veterinarias,2020-12-19,female,114,base aeronaval cmte espora,watsonmarie@yahoo.com,julie,romero
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-10-17,female,107,la lucila,jcollier@gmail.com,michelle,skinner
universidad tecnológica nacional,licenciatura en sociología,2021-01-20,male,110,anta chica,hdalton@gmail.com,jonathan,graham
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-11-25,male,86,general gutierrez,zlewis@yahoo.com,brian,fernandez
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-09-22,male,40,17 de agosto,david89@hotmail.com,jonathan,hill
universidad tecnológica nacional,licenciatura en gestión de agroalimentos,2021-01-30,male,62,alto huaco,martinezmichael@hotmail.com,mark,holland
universidad tecnológica nacional,bioquímica,2020-12-06,male,95,arañita,xberry@hotmail.com,charles,perry
universidad tecnológica nacional,bioquímica,2020-09-13,male,22,colhue huapi,justin52@yahoo.com,nicholas,young
universidad tecnológica nacional,actuario,2020-11-08,male,11,estacion christophersen,qchan@gmail.com,caleb,griffin
universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,2020-12-24,male,82,girodias,jake86@gmail.com,fernando,reed
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-09-09,female,82,cheroguita,khernandez@hotmail.com,jacqueline,hale
universidad tecnológica nacional,ingeniería electrónica,2020-12-17,female,55,coliqueo,maryfowler@gmail.com,jennifer,harrell
universidad tecnológica nacional,licenciatura en ciencias biológicas,2020-12-11,male,68,colonia sere,staffordscott@hotmail.com,jared,west
universidad tecnológica nacional,diseño de imagen y sonido,2020-12-03,female,53,arroyo molino,hsmith@hotmail.com,tammy,miller
universidad tecnológica nacional,licenciatura en administración,2020-09-02,female,30,paso telegrafo,hlara@hotmail.com,alyssa,montgomery
universidad tecnológica nacional,diseño de imagen y sonido,2020-09-19,female,83,bermudez,cathymorgan@yahoo.com,stephanie,blackwell
universidad tecnológica nacional,licenciatura en sociología,2020-10-17,female,7,chanilao,ruthrose@hotmail.com,jennifer,mccoy
universidad tecnológica nacional,licenciatura en ciencias geológicas,2020-12-23,male,25,colonia falco,bobby12@hotmail.com,marc,daniels
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-09-10,male,49,aleloy,douglasheather@hotmail.com,brian,whitaker
universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,2020-09-08,female,13,cabo san fermin,stevenmiller@hotmail.com,jasmine,rice
universidad tecnológica nacional,ingeniería mecánica,2020-10-09,male,42,comandante nicanor otamendi,fthompson@gmail.com,noah,jacobson
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-11-30,male,115,la chispa,obrandt@yahoo.com,michael,washington
universidad tecnológica nacional,licenciatura en ciencias antropológicas,2020-09-04,female,111,puente del inca,john28@hotmail.com,deborah,powell
universidad tecnológica nacional,licenciatura en sociología,2020-09-29,male,32,olascoaga,nicolecollins@hotmail.com,robert,holmes
universidad tecnológica nacional,ingeniería electrónica,2021-01-03,male,108,bonifacio,williamwilson@yahoo.com,wayne,kennedy
universidad tecnológica nacional,actuario,2021-01-14,female,100,la lucila,fnelson@gmail.com,lauren,stein
universidad tecnológica nacional,licenciatura en ciencias de la computación,2020-12-15,female,24,cañadita,rothchristine@gmail.com,brianna,carpenter
universidad tecnológica nacional,técnico para bioterios,2020-11-16,male,27,abalo,smithheather@gmail.com,reginald,davenport
universidad tecnológica nacional,licenciatura en terapia ocupacional,2020-12-10,male,80,13 de enero,whitekrystal@gmail.com,richard,horton
universidad tecnológica nacional,licenciatura en ciencia política,2020-10-02,female,106,el hoyo,moorejames@yahoo.com,stephanie,moore
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2021-01-06,male,39,campo de los andes,gallaghermichael@gmail.com,russell,smith
universidad tecnológica nacional,medicina,2020-09-19,female,43,campo calvo,phillip41@yahoo.com,kimberly,hernandez
universidad tecnológica nacional,licenciatura en ciencias geológicas,2021-01-19,male,49,arroyo salado,lambpeter@yahoo.com,john,garcia
universidad tecnológica nacional,arquitectura,2020-09-06,male,15,estacion saguier,jonathanmills@yahoo.com,lance,caldwell
universidad tecnológica nacional,licenciatura en administración,2021-01-27,male,42,alvarez jonte,brittanyjohnson@yahoo.com,william,coleman
universidad tecnológica nacional,arquitectura,2020-10-20,male,39,agua de torre,hatfieldjason@yahoo.com,thomas,wright
universidad tecnológica nacional,licenciatura en administración,2020-10-31,male,111,aguilares,lori17@gmail.com,kenneth,morris
universidad tecnológica nacional,contador público,2020-12-22,female,115,arroyo isabel,zjohnson@gmail.com,karen,ball
universidad tecnológica nacional,contador público,2020-12-31,female,103,bermudez,vford@yahoo.com,samantha,ortiz
universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,2020-11-04,male,53,cañada la negra,rachel73@yahoo.com,steven,perez
universidad tecnológica nacional,licenciatura en administración,2020-10-16,male,11,colonia berlin,johnbaker@hotmail.com,dean,luna
universidad tecnológica nacional,licenciatura en sociología,2020-10-02,female,63,frigorifico cap,angelica67@hotmail.com,mrs.,shelby
universidad tecnológica nacional,ingeniería electrónica,2020-12-24,male,65,garin,castillotracy@hotmail.com,jose,taylor
universidad tecnológica nacional,licenciatura en ciencia política,2020-11-19,male,12,agua de las palomas,thomas29@yahoo.com,luis,larson
universidad tecnológica nacional,licenciatura en producción de bioimagenes,2020-09-14,male,73,alto de las arañas,coxbrian@yahoo.com,daniel,rhodes
universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-12-14,male,10,comandante granville,joshua88@yahoo.com,robert,harrison
universidad tecnológica nacional,diseño industrial,2020-12-21,male,72,colonia los tres usaris,acostakimberly@yahoo.com,luis,fisher
universidad tecnológica nacional,ingeniería mecánica,2020-09-19,female,24,el retiro,stacy47@gmail.com,catherine,rowland
universidad tecnológica nacional,licenciatura en ciencias de la educación,2020-09-10,male,93,campo la riviere,dylanarroyo@hotmail.com,jason,yang
universidad tecnológica nacional,técnico para bioterios,2020-12-02,female,46,berazategui,amandagray@gmail.com,marcia,burns
